1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ013,"ΙΣΤΟΡΙΑ, ΙΣΤΟΡΙΟΓΡΑΦΙΑ ΚΑΙ ΕΝΝΟΙΟΛΟΓΗΣΗ: ΠΑΡΑΔΟΣΗ ΚΑΙ ΝΕΟΤΕΡΙΚΟΤΗΤΑ ΣΤΟΝ ΕΛΛΗΝΙΚΟ ΙΘ΄ ΑΙΩΝΑ Ι",1,3,ΕΕ,ΘΕΟΤΟΚΑΣ ΝΙΚΟΛΑΟΣ, ΝΙΚΟΛΑΟΣ,ΘΕΟΤΟΚΑΣ,,ΕΕ3,1
1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ013,"ΙΣΤΟΡΙΑ, ΙΣΤΟΡΙΟΓΡΑΦΙΑ ΚΑΙ ΕΝΝΟΙΟΛΟΓΗΣΗ: ΠΑΡΑΔΟΣΗ ΚΑΙ ΝΕΟΤΕΡΙΚΟΤΗΤΑ ΣΤΟΝ ΕΛΛΗΝΙΚΟ ΙΘ΄ ΑΙΩΝΑ Ι",1,3,ΕΕ,ΚΟΤΑΡΙΔΗΣ ΝΙΚΟΛΑΟΣ, ΝΙΚΟΛΑΟΣ,ΚΟΤΑΡΙΔΗΣ,ΘΕΟΤΟΚΑΣ ΝΙΚΟΛΑΟΣ,ΕΕ3,2
1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ019,ΙΣΤΟΡΙΚΗ ΚΑΙ ΔΙΑΛΕΚΤΙΚΗ ΣΥΓΚΡΟΤΗΣΗ ΤΩΝ ΕΝΝΟΙΩΝ,1,3,ΕΕ,ΦΑΡΑΚΛΑΣ-ΜΑΤΟΡΙΚΟΣ ΓΕΩΡΓΙΟΣ, ΓΕΩΡΓΙΟΣ,ΦΑΡΑΚΛΑΣ-ΜΑΤΟΡΙΚΟΣ,,,3
1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ025,"ΣΥΓΚΡΟΥΣΙΑΚΗ ΠΟΛΙΤΙΚΗ, ΣΥΛΛΟΓΙΚΗ ΔΡΑΣΗ, ΚΟΙΝΩΝΙΚΑ ΚΙΝΗΜΑΤΑ",1,3,ΕΕ,ΣΕΦΕΡΙΑΔΗΣ ΣΕΡΑΦΕΙΜ, ΣΕΡΑΦΕΙΜ,ΣΕΦΕΡΙΑΔΗΣ,,,4
1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ043,ΠΡΟΒΛΗΜΑΤΑ ΙΣΤΟΡΙΚΗΣ ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,1,3,ΕΕ,ΑΝΔΡΙΑΚΑΙΝΑ ΕΛΕΝΗ, ΕΛΕΝΗ,ΑΝΔΡΙΑΚΑΙΝΑ,,,5
1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ089,ΤΟ ΕΛΛΗΝΙΚΟ ΕΘΝΙΚΟ ΖΗΤΗΜΑ ΚΑΙ Η ΕΥΡΩΠΗ: 1830-1912,1,3,ΕΕ,ΛΟΥΒΗ ΕΥΑΓΓΕΛΙΑ, ΕΥΑΓΓΕΛΙΑ,ΛΟΥΒΗ,,,6
1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ208,ΚΟΙΝΩΝΙΚΟ ΚΡΑΤΟΣ ΚΑΙ ΚΑΠΙΤΑΛΙΣΜΟΣ: ΘΕΣΜΙΚΟΙ ΜΕΤΑΣΧΗΜΑΤΙΣΜΟΙ ΑΠΟ ΤΟ ΤΕΛΟΣ ΤΗΣ ΚΕΫΝΣΙΑΝΗΣ ΣΥΝΑΙΝΕΣΗΣ ΣΤΗ ΣΗΜΕΡΙΝΗ ΚΡΙΣΗ,1,3,ΕΕ,ΑΓΓΕΛΙΔΗΣ ΕΜΜΑΝΟΥΗΛ, ΕΜΜΑΝΟΥΗΛ,ΑΓΓΕΛΙΔΗΣ,,,7
1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ214,ΘΕΩΡΙΕΣ ΤΟΥ ΦΥΣΙΚΟΥ ΔΙΚΑΙΟΥ,1,3,ΕΕ,ΦΑΡΑΚΛΑΣ-ΜΑΤΟΡΙΚΟΣ ΓΕΩΡΓΙΟΣ, ΓΕΩΡΓΙΟΣ,ΦΑΡΑΚΛΑΣ-ΜΑΤΟΡΙΚΟΣ,,,8
1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ216,ΑΠΟ ΤΟ ΓΕΝΟΣ ΣΤΟ ΕΘΝΟΣ: ΑΠΟ ΤΟ ΟΘΩΜΑΝΙΚΟ RUM-MILLET ΣΤΟ ΕΘΝΟΣ-ΚΡΑΤΟΣ ΤΩΝ ΕΛΛΗΝΩΝ,1,3,ΕΕ,ΠΑΠΑΓΕΩΡΓΙΟΥ ΣΤΕΦΑΝΟΣ, ΣΤΕΦΑΝΟΣ,ΠΑΠΑΓΕΩΡΓΙΟΥ,,,9
1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ232,ΣΥΓΚΡΙΤΙΚΗ ΠΟΛΙΤΙΚΗ ΑΝΑΛΥΣΗ,1,3,ΕΕ,ΙΟΡΔΑΝΟΓΛΟΥ ΧΡΥΣΑΦΗΣ, ΧΡΥΣΑΦΗΣ,ΙΟΡΔΑΝΟΓΛΟΥ,,,10
1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ247,"ΠΩΣ ΑΝΑΛΥΣΑΜΕ ΤΗΝ ΕΛΛΑΔΑ. ΙΣΤΟΡΙΚΗ, ΠΟΛΙΤΙΚΗ ΚΟΙΝΩΝΙΟΛΟΓΙΑ ΚΑΙ ΕΡΜΗΝΕΙΕΣ ΤΗΣ ""ΕΛΛΗΝΙΚΗΣ ΠΕΡΙΠΤΩΣΗΣ""",1,3,ΕΕ,ΒΟΥΛΓΑΡΗΣ ΙΩΑΝ., ΙΩΑΝ.,ΒΟΥΛΓΑΡΗΣ,,,11
1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ248,"ΔΕΞΙΟΣ ΛΑΪΚΙΣΜΟΣ ΚΑΙ ΕΞΤΡΕΜΙΣΜΟΣ ΣΤΗΝ ΕΛΛΑΔΑ: Η ΚΛΗΡΟΝΟΜΙΑ ΤΗΣ ΔΕΚΑΕΤΙΑΣ ΤΟΥ '60, ΜΕΤΑΠΟΛΙΤΕΥΣΗ, ΟΙΚΟΝΟΜΙΚΗ ΚΡΙΣΗ",1,3,ΕΕ,ΓΕΩΡΓΙΑΔΟΥ ΒΑΣΙΛΙΚΗ, ΒΑΣΙΛΙΚΗ,ΓΕΩΡΓΙΑΔΟΥ,,,12
1,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΗΜΗ ΚΑΙ ΙΣΤΟΡΙΑ,MET,11Μ249,"ΠΟΛΙΤΙΚΗ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑ: ΔΙΑΣΤΑΣΕΙΣ, ΑΝΤΙΦΑΣΕΙΣ, ΠΡΟΟΠΤΙΚΕΣ",1,3,ΕΕ,ΓΕΩΡΓΙΑΔΟΥ ΒΑΣΙΛΙΚΗ, ΒΑΣΙΛΙΚΗ,ΓΕΩΡΓΙΑΔΟΥ,,,13
